Localização,Inventário,Denominação do Imobilizado,Vida,Valor Aquisição,Valor Contábil,Item Consumível Similar,Percentagem de Similaridade (%),Data Incorporação,Justificativa de Reprova
1.24 SUZANO,1139113,MANEQUIM P/TREINAMENTO DE REANIMAÇÃO/NASCO,7,"R$ 579,90","R$ 0,00",TAQUINHO DE TREINAMENTO G.A,31.4%,2015-03-02 00:00:00,MANTER: Baixa similaridade (31.4%) com consumível 'TAQUINHO DE TREINAMENTO G.A...'. Provavelmente corretamente classificado.
1.24 SUZANO,892004,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,891990,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,892007,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,879166,QUADRO BRANCO MAG.300X120 -QBM - LINEA RICA,20,"R$ 315,00","R$ 0,00",QUADRO BRANCO 80X60cm,35.2%,2008-12-17 00:00:00,MANTER: Baixa similaridade (35.2%) com consumível 'QUADRO BRANCO 80X60cm...'. Provavelmente corretamente classificado.
1.24 SUZANO,879167,QUADRO BRANCO MAG.300X120 -QBM - LINEA RICA,20,"R$ 315,00","R$ 0,00",QUADRO BRANCO 80X60cm,35.2%,2008-12-17 00:00:00,MANTER: Baixa similaridade (35.2%) com consumível 'QUADRO BRANCO 80X60cm...'. Provavelmente corretamente classificado.
1.24 SUZANO,891984,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,892005,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,891989,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,891987,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,891988,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,893892,CAIXA DE ÁGUA P/RESFRIAR PEÇAS DC-845,25,"R$ 2830,00","R$ 0,00",CAIXA DE AGUA DE POLIPROPILENO,39.5%,2009-04-09 00:00:00,MANTER: Baixa similaridade (39.5%) com consumível 'CAIXA DE AGUA DE POLIPROPILENO...'. Provavelmente corretamente classificado.
1.24 SUZANO,1278729,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4638,33",CATRACA BLINDADA,36.1%,2023-08-02 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.24 SUZANO,1278730,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4638,33",CATRACA BLINDADA,36.1%,2023-08-02 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.24 SUZANO,1278731,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4638,33",CATRACA BLINDADA,36.1%,2023-08-02 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.24 SUZANO,1278732,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4638,33",CATRACA BLINDADA,36.1%,2023-08-02 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.24 SUZANO,1181595,ANDAIME INDUSTRIAL DE 12 METROS/FORTEQUIP,15,"R$ 8243,54","R$ 1030,47",ROLAMENTO INDUSTRIAL DE ESFERA,28.6%,2017-03-15 00:00:00,MANTER: Similaridade muito baixa (28.6%). Mantém como patrimônio.
1.24 SUZANO,891996,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,892002,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.24 SUZANO,891983,QUADRO BRANCO MAGNÉTICO - CORTIARTE,20,"R$ 234,30","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,59.8%,2009-03-16 00:00:00,AVALIAR: Similaridade moderada (59.8%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.25 DIADEMA,1280497,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4739,17",CATRACA BLINDADA,36.1%,2023-10-05 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.25 DIADEMA,1280498,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4739,17",CATRACA BLINDADA,36.1%,2023-10-05 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.25 DIADEMA,1280499,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4739,17",CATRACA BLINDADA,36.1%,2023-10-05 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.25 DIADEMA,1050132,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050133,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050134,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050135,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050136,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050137,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050138,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050139,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050140,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050141,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050142,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050143,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050144,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050145,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050146,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050147,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050148,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050131,ESCADA EXTENSÍVEL FIBRA C/ 10 MTS./SI NTESE,15,"R$ 992,60","R$ 0,00",ESCADA EXTENSÍVEL DE FIBRA C/(PATRIMÔNIO,56.0%,2012-12-05 00:00:00,AVALIAR: Similaridade moderada (56.0%) com consumível 'ESCADA EXTENSÍVEL DE FIBRA C/(PATRIMÔNIO...'. Possível reclassificação.
1.25 DIADEMA,1050149,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050151,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 270,27","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050153,ESCADA DUPLA FIBRA 12 DEGRAUS/W.BERTOLO,15,"R$ 517,24","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.4%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.4%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1050156,ESCADA DUPLA FIBRA 12 DEGRAUS/W.BERTOLO,15,"R$ 517,24","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.4%,2012-12-06 00:00:00,AVALIAR: Similaridade moderada (54.4%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.25 DIADEMA,1171876,"ESCADA EXTENSÍVEL EM FIBRA 4,80X8,40M//W.BERTOLO",15,"R$ 750,00","R$ 56,25",ESCADA EXTENSÍVEL DE FIBRA C/(PATRIMÔNIO,50.9%,2016-09-14 00:00:00,AVALIAR: Similaridade moderada (50.9%) com consumível 'ESCADA EXTENSÍVEL DE FIBRA C/(PATRIMÔNIO...'. Possível reclassificação.
1.25 DIADEMA,1171877,ESCADA EM FIBRA 12D - DUPLO ACESSO/W.BERTOLO,15,"R$ 587,05","R$ 43,99",ESCADA DE FIBRA 5D - DUPLO,55.0%,2016-09-14 00:00:00,AVALIAR: Similaridade moderada (55.0%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Possível reclassificação.
1.25 DIADEMA,1184409,ANDAIME INDUSTRIAL DE 12 METROS - FORTEQUIP,15,"R$ 7243,54","R$ 965,83",ROLAMENTO INDUSTRIAL DE ESFERA,28.6%,2017-04-26 00:00:00,MANTER: Similaridade muito baixa (28.6%). Mantém como patrimônio.
1.25 DIADEMA,954035,"ESCADA DE ABRIR 1,5MTS 05 DEGR./W.BERTOLO",15,"R$ 254,40","R$ 0,00",ESCADA DE ABRIR (CÓD INATIVO),37.0%,2010-08-20 00:00:00,MANTER: Baixa similaridade (37.0%) com consumível 'ESCADA DE ABRIR (CÓD INATIVO)...'. Provavelmente corretamente classificado.
1.25 DIADEMA,956116,"ESCADA DE ABRIR 1,50MTS 5 DEGR./W.BERTOLO",15,"R$ 254,40","R$ 0,00",ESCADA DE ABRIR (CÓD INATIVO),37.0%,2010-09-01 00:00:00,MANTER: Baixa similaridade (37.0%) com consumível 'ESCADA DE ABRIR (CÓD INATIVO)...'. Provavelmente corretamente classificado.
1.25 DIADEMA,895514,TÁBUA DE PASSAR ROUPAS - MADEIRA,10,"R$ 460,00","R$ 0,00",TÁBUA DE PASSAR ROUPA,52.7%,2009-04-13 00:00:00,AVALIAR: Similaridade moderada (52.7%) com consumível 'TÁBUA DE PASSAR ROUPA...'. Possível reclassificação.
1.25 DIADEMA,895515,TÁBUA DE PASSAR ROUPAS - MADEIRA,10,"R$ 460,00","R$ 0,00",TÁBUA DE PASSAR ROUPA,52.7%,2009-04-13 00:00:00,AVALIAR: Similaridade moderada (52.7%) com consumível 'TÁBUA DE PASSAR ROUPA...'. Possível reclassificação.
1.26 TATUAPÉ,1277825,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4537,50",CATRACA BLINDADA,36.1%,2023-06-29 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.26 TATUAPÉ,1277826,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4537,50",CATRACA BLINDADA,36.1%,2023-06-29 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.26 TATUAPÉ,1277827,CATRACA INTERNA C/PEDESTAL,15,"R$ 6050,00","R$ 4537,50",CATRACA BLINDADA,36.1%,2023-06-29 00:00:00,MANTER: Baixa similaridade (36.1%) com consumível 'CATRACA BLINDADA...'. Provavelmente corretamente classificado.
1.26 TATUAPÉ,1146599,TRIPÉ P RESGATE IÇAMENTO VERTICAL/RESCUE SUPER II,12,"R$ 5400,00","R$ 0,00",TAMPA PARA TE VERTICAL DESCIDA,24.7%,2015-11-16 00:00:00,MANTER: Similaridade muito baixa (24.7%). Mantém como patrimônio.
1.26 TATUAPÉ,1009057,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009058,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009059,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009060,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1174034,"ESCADA EXTENSÍVEL COM CATRACA 4,80 X 8,4/W.BERTOLO",15,"R$ 750,00","R$ 62,50",ESCADA EXTENSÍVEL DE FIBRA C/(PATRIMÔNIO,40.2%,2016-10-03 00:00:00,AVALIAR: Similaridade moderada (40.2%) com consumível 'ESCADA EXTENSÍVEL DE FIBRA C/(PATRIMÔNIO...'. Possível reclassificação.
1.26 TATUAPÉ,1174035,ESCADA EM FIBRA 12 DEGR. - DUPLO ACESSO/W.BERTOLO,15,"R$ 587,05","R$ 48,89",ESCADA DE FIBRA 5D - DUPLO,53.9%,2016-10-03 00:00:00,AVALIAR: Similaridade moderada (53.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Possível reclassificação.
1.26 TATUAPÉ,1181596,ANDAIME INDUSTRIAL DE 12 METROS/ FORTEQUIP,15,"R$ 8243,54","R$ 1030,47",ROLAMENTO INDUSTRIAL DE ESFERA,28.6%,2017-03-15 00:00:00,MANTER: Similaridade muito baixa (28.6%). Mantém como patrimônio.
1.26 TATUAPÉ,1091557,CARRINHO P/FERRAMENTAS C/4 GAVETAS/MARCON,30,"R$ 760,00","R$ 0,00",CAIXA DE FERRAMENTAS C/5 GAVETAS,50.2%,2014-03-12 00:00:00,AVALIAR: Similaridade moderada (50.2%) com consumível 'CAIXA DE FERRAMENTAS C/5 GAVETAS...'. Possível reclassificação.
1.26 TATUAPÉ,1091561,CARRINHO P/FERRAMENTAS C/4 GAVETAS/MARCON,30,"R$ 760,00","R$ 0,00",CAIXA DE FERRAMENTAS C/5 GAVETAS,50.2%,2014-03-12 00:00:00,AVALIAR: Similaridade moderada (50.2%) com consumível 'CAIXA DE FERRAMENTAS C/5 GAVETAS...'. Possível reclassificação.
1.26 TATUAPÉ,1009049,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009050,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009051,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009052,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009053,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009054,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009055,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1009056,ESCADA DE ABRIR FIBRA 7 DEGRAUS/W.BERTOLO,15,"R$ 337,29","R$ 0,00",ESCADA DE FIBRA COM TRÊS DEGRAUS,54.7%,2011-11-24 00:00:00,AVALIAR: Similaridade moderada (54.7%) com consumível 'ESCADA DE FIBRA COM TRÊS DEGRAUS...'. Possível reclassificação.
1.26 TATUAPÉ,1048572,CONJUNTO SÍMBOLOS MAGNÉT.P/HIDR.E PNEUM.,10,"R$ 3489,08","R$ 0,00",CONJUNTO ELETRIC. MAGNET. ELETROMAGNET.,36.8%,2012-10-17 00:00:00,MANTER: Baixa similaridade (36.8%) com consumível 'CONJUNTO ELETRIC. MAGNET. ELETROMAGNET....'. Provavelmente corretamente classificado.
1.26 TATUAPÉ,1048573,CONJUNTO SÍMBOLOS MAGNÉT.P/HIDR.E PNEUM.,10,"R$ 3489,07","R$ 0,00",CONJUNTO ELETRIC. MAGNET. ELETROMAGNET.,36.8%,2012-10-17 00:00:00,MANTER: Baixa similaridade (36.8%) com consumível 'CONJUNTO ELETRIC. MAGNET. ELETROMAGNET....'. Provavelmente corretamente classificado.
1.26 TATUAPÉ,1211739,RACK DE 19P - 42 US - COM KVM - CONTATO,8,"R$ 9999,99","R$ 2833,32",RACK DE PAREDE 19P 12U,38.6%,2018-10-24 00:00:00,MANTER: Baixa similaridade (38.6%) com consumível 'RACK DE PAREDE 19P 12U...'. Provavelmente corretamente classificado.
1.27 JANDIRA,1364349,ESCADA DE FIBRA 10 DEGRAUS DUPLO ACESSO,15,"R$ 711,11","R$ 687,41",ESCADA DE FIBRA 5D - DUPLO,63.9%,2025-08-19 00:00:00,RECLASSIFICAR: Alta similaridade (63.9%) com consumível 'ESCADA DE FIBRA 5D - DUPLO...'. Forte indicação de má classificação.
1.27 JANDIRA,1010887,ESTAÇÃO  SERVIÇO P/AR CONDICIONADO/VULKAN,12,"R$ 17900,00","R$ 0,00",PROTETOR TÉRMICO P/ AR CONDICIONADO,33.6%,2011-12-12 00:00:00,MANTER: Baixa similaridade (33.6%) com consumível 'PROTETOR TÉRMICO P/ AR CONDICIONADO...'. Provavelmente corretamente classificado.
1.27 JANDIRA,1088711,QUADRO BRANCO MAGNÉTICO MÓVEL /SOUZA,20,"R$ 290,57","R$ 0,00",QUADRO MAGNÉTICO BRANCO 90X60cm,51.4%,2014-01-14 00:00:00,AVALIAR: Similaridade moderada (51.4%) com consumível 'QUADRO MAGNÉTICO BRANCO 90X60cm...'. Possível reclassificação.
1.27 JANDIRA,819749,QUADRO BRANCO MAG.120X300 DIDATICA BOARD,20,"R$ 285,36","R$ 0,00",QUADRO BRANCO 80X60cm,37.7%,2008-02-12 00:00:00,MANTER: Baixa similaridade (37.7%) com consumível 'QUADRO BRANCO 80X60cm...'. Provavelmente corretamente classificado.
1.27 JANDIRA,819761,QUADRO BRANCO MAG.120X300 DIDATICA BOARD,20,"R$ 285,36","R$ 0,00",QUADRO BRANCO 80X60cm,37.7%,2008-02-12 00:00:00,MANTER: Baixa similaridade (37.7%) com consumível 'QUADRO BRANCO 80X60cm...'. Provavelmente corretamente classificado.
